title,material,weight,transport,recyclability,true_eco_score,co2_emissions,origin
portable charger,Glass,0.29,Land,High,A,0.3,CHINA
portable charger,Bamboo,1.37,Ship,Medium,D,0.59,FRANCE
portable charger,Other,0.76,Land,Medium,F,0.68,GERMANY
portable charger,Paper,0.55,Ship,Medium,D,0.2,ITALY
portable charger,Aluminum,1.18,Ship,High,E,1.06,GERMANY
portable charger,Plastic,0.7,Land,Low,C,0.84,SINGAPORE
portable charger,Steel,1.78,Ship,High,D,1.79,JAPAN
portable charger,Steel,0.13,Ship,High,C,0.13,CHINA
portable charger,Other,0.57,Ship,Low,E,0.46,JAPAN
portable charger,Other,1.72,Land,Medium,D,1.55,FRANCE
portable charger,Plastic,0.18,Air,Low,F,0.54,GERMANY
portable charger,Aluminum,0.62,Ship,High,A,0.56,USA
portable charger,Cardboard,0.96,Ship,Medium,D,0.48,BRAZIL
portable charger,Glass,1.03,Ship,High,B,0.87,UK
portable charger,Bamboo,1.93,Ship,Medium,D,0.83,UK
portable charger,Aluminum,0.52,Air,High,F,1.46,GERMANY
portable charger,Plastic,0.66,Ship,Low,C,0.63,BRAZIL
portable charger,Other,0.87,Ship,High,F,0.49,NORWAY
portable charger,Glass,0.69,Air,High,F,1.81,NORWAY
portable charger,Glass,0.43,Ship,High,B,0.36,NORWAY
portable charger,Glass,0.88,Air,High,F,2.31,JAPAN
portable charger,Paper,1.91,Land,Medium,D,0.86,NORWAY
portable charger,Bamboo,1.73,Air,Medium,F,2.34,USA
portable charger,Glass,1.28,Land,High,D,1.34,BRAZIL
portable charger,Paper,0.36,Ship,Medium,A,0.13,USA
portable charger,Bamboo,0.91,Land,Medium,F,0.49,SINGAPORE
portable charger,Other,1.92,Ship,High,D,1.08,RUSSIA
portable charger,Paper,1.26,Land,Medium,D,0.57,SINGAPORE
portable charger,Paper,1.61,Air,Medium,F,1.81,CHINA
portable charger,Aluminum,1.67,Ship,High,D,1.5,JAPAN
portable charger,Bamboo,1.01,Land,Medium,A,0.55,GERMANY
portable charger,Plastic,0.97,Land,Low,C,1.16,GERMANY
portable charger,Paper,1.12,Air,Medium,F,1.26,SINGAPORE
portable charger,Plastic,0.97,Air,Low,F,2.91,SINGAPORE
portable charger,Aluminum,1.93,Ship,High,D,1.73,UK
portable charger,Aluminum,0.32,Air,High,F,0.9,GERMANY
portable charger,Steel,0.65,Air,High,F,2.05,JAPAN
portable charger,Steel,0.43,Land,High,C,0.54,FRANCE
portable charger,Cardboard,1.92,Ship,Medium,D,0.97,BRAZIL
portable charger,Cardboard,1.38,Air,Medium,F,2.17,CHINA
portable charger,Aluminum,1.72,Air,High,F,4.82,ITALY
portable charger,Cardboard,1.21,Ship,Medium,D,0.61,INDIA
portable charger,Paper,1.77,Land,Medium,D,0.8,RUSSIA
portable charger,Glass,1.95,Ship,High,D,1.64,NORWAY
portable charger,Paper,1.05,Land,Medium,C,0.47,JAPAN
portable charger,Steel,0.65,Land,High,C,0.82,SINGAPORE
portable charger,Bamboo,1.22,Ship,Medium,D,0.53,BRAZIL
portable charger,Plastic,1.12,Land,Low,C,1.34,BRAZIL
portable charger,Bamboo,1.98,Air,Medium,F,2.67,JAPAN
portable charger,Cardboard,0.36,Air,Medium,F,0.57,UK
portable charger,Plastic,0.66,Ship,Low,A,0.63,USA
portable charger,Glass,0.29,Air,High,F,0.76,ITALY
portable charger,Bamboo,1.38,Ship,Medium,D,0.6,RUSSIA
portable charger,Aluminum,0.41,Air,High,F,1.15,RUSSIA
portable charger,Aluminum,1.35,Land,High,D,1.51,FRANCE
portable charger,Glass,0.43,Land,High,B,0.45,INDIA
portable charger,Other,1.92,Land,Medium,D,1.73,CHINA
portable charger,Plastic,0.81,Ship,Low,C,0.78,RUSSIA
portable charger,Paper,1.52,Ship,Medium,D,0.55,JAPAN
portable charger,Glass,0.52,Land,High,C,0.55,JAPAN
portable charger,Cardboard,0.71,Ship,Medium,F,0.36,ITALY
cat food,Steel,1.84,Land,High,D,2.32,NORWAY
cat food,Cardboard,1.27,Land,Medium,D,0.8,SINGAPORE
cat food,Cardboard,0.98,Land,Medium,E,0.62,INDIA
cat food,Plastic,1.11,Land,Low,C,1.33,FRANCE
cat food,Paper,1.2,Air,Medium,F,1.35,JAPAN
cat food,Plastic,1.72,Ship,Low,D,1.65,ITALY
cat food,Paper,1.13,Air,Medium,F,1.27,CHINA
cat food,Glass,1.53,Ship,High,D,1.29,INDIA
cat food,Other,1.4,Air,Low,F,3.5,JAPAN
cat food,Paper,1.12,Ship,Medium,D,0.4,GERMANY
cat food,Aluminum,0.97,Ship,High,F,0.87,NORWAY
cat food,Bamboo,1.4,Air,Medium,F,1.89,NORWAY
cat food,Other,1.22,Ship,Low,D,0.98,GERMANY
cat food,Other,1.79,Ship,High,D,1.0,GERMANY
cat food,Cardboard,1.89,Air,Medium,F,2.98,ITALY
cat food,Paper,1.24,Air,Medium,F,1.4,INDIA
cat food,Aluminum,1.87,Air,High,F,5.24,UK
cat food,Bamboo,0.57,Ship,Medium,E,0.25,NORWAY
cat food,Paper,0.76,Air,Medium,F,0.85,ITALY
cat food,Glass,1.51,Air,High,F,3.96,UK
cat food,Other,0.77,Land,High,E,0.54,BRAZIL
cat food,Other,1.31,Land,High,D,0.92,NORWAY
cat food,Cardboard,0.29,Land,Medium,E,0.18,GERMANY
cat food,Glass,1.86,Ship,High,D,1.56,BRAZIL
cat food,Glass,1.26,Air,High,F,3.31,JAPAN
cat food,Cardboard,0.71,Ship,Medium,F,0.36,USA
cat food,Cardboard,0.28,Air,Medium,F,0.44,UK
cat food,Glass,1.34,Land,High,D,1.41,INDIA
cat food,Paper,1.41,Land,Medium,D,0.63,SINGAPORE
cat food,Steel,1.25,Land,High,D,1.57,JAPAN
cat food,Steel,1.89,Land,High,D,2.38,RUSSIA
cat food,Aluminum,0.54,Air,High,F,1.51,GERMANY
cat food,Glass,1.79,Ship,High,D,1.5,JAPAN
cat food,Aluminum,0.69,Land,High,E,0.77,BRAZIL
cat food,Glass,0.51,Air,High,F,1.34,NORWAY
cat food,Plastic,1.59,Land,Low,D,1.91,GERMANY
cat food,Paper,0.35,Air,Medium,F,0.39,NORWAY
cat food,Bamboo,1.2,Air,Medium,F,1.62,JAPAN
cat food,Glass,1.24,Air,High,F,3.25,FRANCE
cat food,Steel,1.39,Ship,High,D,1.4,SINGAPORE
cat food,Aluminum,0.12,Ship,High,E,0.11,GERMANY
cat food,Other,0.94,Ship,Low,B,0.75,INDIA
cat food,Paper,1.05,Ship,Medium,C,0.38,GERMANY
cat food,Cardboard,1.04,Ship,Medium,F,0.52,INDIA
cat food,Bamboo,0.94,Ship,Medium,F,0.41,GERMANY
cat food,Plastic,0.78,Air,Low,F,2.34,RUSSIA
cat food,Plastic,0.23,Ship,Low,B,0.22,BRAZIL
cat food,Cardboard,0.57,Air,Medium,F,0.9,BRAZIL
cat food,Paper,1.45,Air,Medium,F,1.63,ITALY
cat food,Bamboo,0.61,Ship,Medium,E,0.26,GERMANY
cat food,Aluminum,0.19,Land,High,A,0.21,RUSSIA
cat food,Other,0.57,Land,Medium,C,0.51,GERMANY
cat food,Aluminum,1.32,Ship,High,D,1.18,FRANCE
cat food,Aluminum,0.43,Ship,High,F,0.39,JAPAN
cat food,Plastic,1.58,Air,Low,F,4.74,USA
cat food,Aluminum,0.93,Land,High,B,1.04,GERMANY
cat food,Steel,1.03,Air,High,F,3.24,RUSSIA
cat food,Other,1.31,Land,Medium,D,1.18,NORWAY
cat food,Paper,1.12,Ship,Medium,C,0.4,UK
cat food,Steel,1.78,Land,High,D,2.24,FRANCE
cat food,Aluminum,1.29,Ship,High,D,1.16,USA
cat food,Aluminum,0.78,Ship,High,B,0.7,CHINA
cat food,Aluminum,0.34,Land,High,B,0.38,FRANCE
cat food,Aluminum,0.28,Ship,High,A,0.25,JAPAN
cat food,Other,1.67,Ship,High,D,0.94,NORWAY
cat food,Glass,1.32,Land,High,D,1.39,FRANCE
cat food,Plastic,1.92,Air,Low,F,5.76,UK
cat food,Cardboard,1.12,Air,Medium,F,1.76,JAPAN
cat food,Steel,0.84,Land,High,C,1.06,NORWAY
cat food,Aluminum,0.72,Air,High,F,2.02,USA
cat food,Steel,1.75,Air,High,F,5.51,USA
cat food,Plastic,0.64,Land,Low,C,0.77,NORWAY
cat food,Aluminum,0.95,Ship,High,B,0.85,ITALY
cat food,Glass,0.79,Ship,High,B,0.66,BRAZIL
cat food,Cardboard,1.59,Air,Medium,F,2.5,RUSSIA
cat food,Steel,1.06,Air,High,F,3.34,USA
cat food,Other,1.55,Air,High,F,2.71,INDIA
cat food,Glass,1.07,Land,High,B,1.12,CHINA
cat food,Cardboard,0.47,Ship,Medium,A,0.24,RUSSIA
cat food,Aluminum,0.91,Land,High,B,1.02,RUSSIA
cat food,Cardboard,0.13,Air,Medium,F,0.2,FRANCE
cat food,Paper,1.45,Land,Medium,D,0.65,UK
cat food,Glass,1.4,Air,High,F,3.67,JAPAN
cat food,Bamboo,1.97,Land,Medium,D,1.06,JAPAN
cat food,Paper,0.89,Ship,Medium,F,0.32,UK
cat food,Cardboard,0.46,Air,Medium,F,0.72,INDIA
cat food,Plastic,1.97,Land,Low,D,2.36,USA
cat food,Cardboard,1.84,Air,Medium,F,2.9,JAPAN
cat food,Other,0.14,Land,High,E,0.1,JAPAN
cat food,Paper,0.98,Ship,Medium,B,0.35,BRAZIL
cat food,Bamboo,0.56,Ship,Medium,F,0.24,CHINA
cat food,Cardboard,0.98,Land,Medium,D,0.62,FRANCE
cat food,Paper,1.15,Air,Medium,F,1.29,INDIA
cat food,Other,0.57,Air,Low,F,1.42,USA
cat food,Other,1.94,Air,Low,F,4.85,UK
cat food,Steel,1.71,Land,High,D,2.15,ITALY
cat food,Glass,0.86,Land,High,F,0.9,NORWAY
cat food,Other,1.54,Land,Medium,D,1.39,ITALY
cat food,Plastic,0.46,Air,Low,F,1.38,CHINA
cat food,Other,1.43,Ship,Low,D,1.14,UK
vinyl,Glass,1.62,Land,High,D,1.7,FRANCE
vinyl,Bamboo,0.58,Air,Medium,F,0.78,FRANCE
vinyl,Bamboo,0.59,Air,Medium,F,0.8,NORWAY
vinyl,Cardboard,1.69,Land,Medium,D,1.06,BRAZIL
vinyl,Paper,1.74,Ship,Medium,D,0.63,BRAZIL
vinyl,Steel,1.66,Ship,High,D,1.67,GERMANY
vinyl,Cardboard,1.03,Ship,Medium,A,0.52,RUSSIA
vinyl,Aluminum,0.66,Air,High,F,1.85,USA
vinyl,Bamboo,1.89,Ship,Medium,D,0.82,ITALY
vinyl,Other,0.31,Ship,Low,B,0.25,FRANCE
vinyl,Steel,1.24,Air,High,F,3.91,INDIA
vinyl,Plastic,1.06,Air,Low,F,3.18,USA
vinyl,Plastic,1.28,Land,Low,D,1.54,NORWAY
vinyl,Paper,0.88,Ship,Medium,C,0.32,ITALY
vinyl,Paper,1.99,Land,Medium,D,0.9,SINGAPORE
vinyl,Plastic,0.5,Land,Low,C,0.6,NORWAY
vinyl,Plastic,1.98,Ship,Low,D,1.9,GERMANY
vinyl,Plastic,0.24,Ship,Low,A,0.23,UK
vinyl,Steel,0.6,Air,High,F,1.89,FRANCE
vinyl,Aluminum,1.97,Land,High,D,2.21,SINGAPORE
vinyl,Cardboard,0.13,Ship,Medium,F,0.07,INDIA
vinyl,Aluminum,0.51,Air,High,F,1.43,RUSSIA
vinyl,Steel,1.6,Air,High,F,5.04,BRAZIL
vinyl,Bamboo,0.54,Air,Medium,F,0.73,FRANCE
vinyl,Cardboard,0.38,Air,Medium,F,0.6,GERMANY
vinyl,Bamboo,1.37,Ship,Medium,D,0.59,NORWAY
vinyl,Plastic,1.61,Air,Low,F,4.83,NORWAY
vinyl,Paper,1.59,Ship,Medium,D,0.57,CHINA
vinyl,Plastic,0.55,Ship,Low,E,0.53,USA
vinyl,Cardboard,1.77,Air,Medium,F,2.79,CHINA
vinyl,Glass,1.96,Ship,High,D,1.65,RUSSIA
vinyl,Aluminum,1.72,Land,High,D,1.93,USA
vinyl,Bamboo,1.88,Ship,Medium,D,0.81,UK
vinyl,Glass,1.2,Air,High,F,3.15,RUSSIA
vinyl,Other,1.51,Air,Medium,F,3.4,GERMANY
vinyl,Paper,0.14,Land,Medium,C,0.06,SINGAPORE
vinyl,Steel,0.5,Ship,High,C,0.5,JAPAN
vinyl,Plastic,1.44,Ship,Low,D,1.38,USA
vinyl,Bamboo,1.36,Land,Medium,D,0.73,UK
vinyl,Glass,1.91,Land,High,D,2.01,ITALY
vinyl,Steel,1.66,Air,High,F,5.23,NORWAY
vinyl,Bamboo,1.54,Air,Medium,F,2.08,GERMANY
vinyl,Cardboard,0.5,Land,Medium,E,0.32,USA
vinyl,Plastic,1.95,Air,Low,F,5.85,RUSSIA
vinyl,Other,1.31,Land,Medium,D,1.18,USA
vinyl,Glass,0.43,Air,High,F,1.13,BRAZIL
vinyl,Plastic,0.6,Air,Low,F,1.8,SINGAPORE
vinyl,Bamboo,1.44,Ship,Medium,D,0.62,NORWAY
vinyl,Bamboo,1.62,Ship,Medium,D,0.7,UK
vinyl,Steel,1.93,Ship,High,D,1.95,GERMANY
vinyl,Bamboo,1.7,Air,Medium,F,2.29,ITALY
vinyl,Aluminum,1.17,Air,High,F,3.28,FRANCE
vinyl,Cardboard,1.61,Air,Medium,F,2.54,BRAZIL
vinyl,Aluminum,1.08,Air,High,F,3.02,UK
vinyl,Cardboard,1.25,Ship,Medium,D,0.63,INDIA
vinyl,Plastic,0.16,Land,Low,C,0.19,UK
vinyl,Other,1.09,Air,High,F,1.91,INDIA
vinyl,Bamboo,0.12,Ship,Medium,A+,0.05,ITALY
vinyl,Plastic,0.6,Ship,Low,D,0.58,GERMANY
vinyl,Steel,1.19,Air,High,F,3.75,ITALY
vinyl,Paper,0.32,Air,Medium,F,0.36,RUSSIA
vinyl,Bamboo,1.59,Air,Medium,F,2.15,RUSSIA
vinyl,Cardboard,0.58,Air,Medium,F,0.91,NORWAY
vinyl,Other,1.9,Land,Low,D,1.9,INDIA
vinyl,Aluminum,1.38,Land,High,D,1.55,NORWAY
vinyl,Steel,0.59,Land,High,C,0.74,RUSSIA
vinyl,Bamboo,1.17,Ship,Medium,F,0.51,RUSSIA
vinyl,Steel,1.0,Land,High,C,1.26,GERMANY
vinyl,Glass,1.32,Air,High,F,3.46,BRAZIL
vinyl,Bamboo,0.8,Air,Medium,F,1.08,SINGAPORE
vinyl,Glass,0.18,Land,High,C,0.19,ITALY
vinyl,Paper,1.39,Air,Medium,F,1.56,UK
vinyl,Aluminum,1.9,Ship,High,D,1.7,UK
vinyl,Other,1.1,Ship,Low,D,0.88,UK
vinyl,Plastic,1.33,Air,Low,F,3.99,GERMANY
vinyl,Aluminum,0.95,Land,High,C,1.06,ITALY
vinyl,Other,0.91,Land,High,B,0.64,GERMANY
vinyl,Aluminum,1.27,Ship,High,D,1.14,ITALY
vinyl,Bamboo,1.4,Ship,Medium,D,0.6,UK
vinyl,Other,0.38,Land,Medium,F,0.34,GERMANY
vinyl,Other,1.91,Ship,High,D,1.07,UK
vinyl,Bamboo,0.67,Ship,Medium,B,0.29,INDIA
vinyl,Glass,2.0,Ship,High,D,1.68,INDIA
vinyl,Aluminum,1.72,Ship,High,D,1.54,ITALY
vinyl,Steel,0.16,Ship,High,C,0.16,USA
vinyl,Cardboard,0.55,Air,Medium,F,0.87,USA
vinyl,Other,0.3,Air,Medium,F,0.68,USA
vinyl,Aluminum,1.38,Air,High,F,3.86,NORWAY
vinyl,Plastic,1.33,Ship,Low,D,1.28,RUSSIA
vinyl,Paper,1.82,Air,Medium,F,2.05,CHINA
vinyl,Aluminum,1.82,Ship,High,D,1.63,CHINA
vinyl,Paper,1.6,Air,Medium,F,1.8,RUSSIA
vinyl,Bamboo,1.57,Land,Medium,D,0.85,SINGAPORE
vinyl,Aluminum,0.38,Land,High,E,0.43,BRAZIL
vinyl,Other,1.95,Ship,Low,D,1.56,ITALY
vinyl,Bamboo,1.97,Ship,Medium,D,0.85,GERMANY
vinyl,Aluminum,0.93,Land,High,B,1.04,NORWAY
vinyl,Aluminum,1.83,Land,High,D,2.05,GERMANY
vinyl,Bamboo,0.48,Air,Medium,F,0.65,UK
vinyl,Plastic,1.97,Land,Low,D,2.36,ITALY
headphones,Plastic,1.42,Land,Low,D,1.7,INDIA
headphones,Cardboard,0.85,Land,Medium,A,0.54,JAPAN
headphones,Bamboo,0.79,Ship,Medium,A,0.34,RUSSIA
headphones,Cardboard,0.74,Air,Medium,F,1.17,CHINA
headphones,Cardboard,1.42,Land,Medium,D,0.89,USA
headphones,Plastic,0.45,Ship,Low,C,0.43,BRAZIL
headphones,Glass,1.32,Ship,High,D,1.11,FRANCE
headphones,Cardboard,1.09,Air,Medium,F,1.72,JAPAN
headphones,Cardboard,1.71,Land,Medium,D,1.08,ITALY
headphones,Plastic,0.43,Land,Low,C,0.52,FRANCE
headphones,Glass,0.57,Land,High,C,0.6,ITALY
headphones,Bamboo,0.98,Land,Medium,B,0.53,ITALY
headphones,Cardboard,0.81,Air,Medium,F,1.28,USA
headphones,Other,1.69,Air,Low,F,4.22,NORWAY
headphones,Other,1.39,Ship,High,D,0.78,NORWAY
headphones,Plastic,1.98,Land,Low,D,2.38,SINGAPORE
headphones,Plastic,1.01,Ship,Low,F,0.97,NORWAY
headphones,Cardboard,0.35,Land,Medium,C,0.22,UK
headphones,Other,1.85,Air,Medium,F,4.16,ITALY
headphones,Glass,0.5,Air,High,F,1.31,UK
headphones,Plastic,0.8,Air,Low,F,2.4,SINGAPORE
headphones,Other,0.34,Land,Low,A,0.34,JAPAN
headphones,Steel,1.96,Air,High,F,6.17,CHINA
headphones,Paper,0.19,Air,Medium,F,0.21,UK
headphones,Paper,1.17,Land,Medium,D,0.53,JAPAN
headphones,Aluminum,0.35,Ship,High,C,0.31,RUSSIA
headphones,Bamboo,0.99,Ship,Medium,B,0.43,JAPAN
headphones,Glass,0.22,Ship,High,B,0.18,UK
headphones,Paper,0.12,Air,Medium,F,0.14,JAPAN
headphones,Glass,1.1,Ship,High,B,0.92,FRANCE
headphones,Plastic,1.2,Air,Low,F,3.6,SINGAPORE
headphones,Glass,0.91,Ship,High,B,0.76,ITALY
headphones,Steel,1.56,Ship,High,D,1.57,BRAZIL
headphones,Steel,1.2,Air,High,F,3.78,GERMANY
headphones,Glass,0.24,Air,High,F,0.63,SINGAPORE
headphones,Paper,1.8,Land,Medium,D,0.81,BRAZIL
headphones,Paper,0.41,Air,Medium,F,0.46,INDIA
headphones,Aluminum,1.73,Land,High,D,1.94,GERMANY
headphones,Glass,0.97,Ship,High,B,0.81,NORWAY
headphones,Glass,1.49,Air,High,F,3.91,JAPAN
headphones,Plastic,1.75,Air,Low,F,5.25,CHINA
headphones,Cardboard,1.87,Land,Medium,D,1.18,JAPAN
headphones,Steel,1.11,Air,High,F,3.5,GERMANY
headphones,Other,0.43,Ship,Low,A,0.34,BRAZIL
headphones,Plastic,1.69,Land,Low,D,2.03,RUSSIA
headphones,Aluminum,0.44,Air,High,F,1.23,ITALY
headphones,Glass,1.53,Land,High,D,1.61,USA
headphones,Steel,1.58,Air,High,F,4.98,UK
headphones,Bamboo,1.43,Ship,Medium,D,0.62,BRAZIL
headphones,Steel,1.36,Ship,High,D,1.37,UK
headphones,Other,1.31,Air,Low,F,3.28,UK
headphones,Other,0.3,Ship,Medium,B,0.22,UK
headphones,Other,0.15,Air,High,F,0.26,FRANCE
headphones,Plastic,1.3,Land,Low,D,1.56,INDIA
headphones,Glass,0.89,Ship,High,B,0.75,JAPAN
headphones,Paper,0.31,Land,Medium,B,0.14,BRAZIL
headphones,Steel,1.31,Air,High,F,4.13,UK
headphones,Aluminum,0.12,Land,High,A,0.13,FRANCE
headphones,Paper,1.14,Land,Medium,C,0.51,USA
headphones,Aluminum,1.99,Air,High,F,5.57,USA
headphones,Other,0.4,Ship,High,E,0.22,JAPAN
headphones,Cardboard,1.68,Air,Medium,F,2.65,INDIA
headphones,Plastic,1.37,Land,Low,D,1.64,SINGAPORE
headphones,Bamboo,1.8,Air,Medium,F,2.43,RUSSIA
headphones,Paper,0.91,Ship,Medium,D,0.33,ITALY
headphones,Steel,0.64,Air,High,F,2.02,GERMANY
headphones,Plastic,1.98,Air,Low,F,5.94,SINGAPORE
headphones,Steel,1.67,Land,High,D,2.1,SINGAPORE
headphones,Paper,1.32,Ship,Medium,D,0.48,SINGAPORE
headphones,Paper,1.87,Ship,Medium,D,0.67,NORWAY
headphones,Aluminum,1.05,Air,High,F,2.94,ITALY
headphones,Plastic,0.34,Air,Low,F,1.02,CHINA
headphones,Bamboo,1.6,Ship,Medium,D,0.69,INDIA
headphones,Bamboo,1.86,Air,Medium,F,2.51,GERMANY
headphones,Glass,0.99,Ship,High,B,0.83,NORWAY
headphones,Plastic,0.29,Land,Low,C,0.35,NORWAY
headphones,Cardboard,1.31,Land,Medium,D,0.83,NORWAY
headphones,Steel,0.34,Land,High,C,0.43,FRANCE
headphones,Other,1.81,Land,Low,D,1.81,INDIA
headphones,Bamboo,1.68,Land,Medium,D,0.91,BRAZIL
headphones,Glass,1.27,Land,High,D,1.33,ITALY
headphones,Cardboard,0.89,Ship,Medium,D,0.45,BRAZIL
headphones,Glass,1.82,Land,High,D,1.91,SINGAPORE
headphones,Aluminum,1.28,Ship,High,D,1.15,FRANCE
headphones,Glass,0.34,Air,High,F,0.89,UK
headphones,Plastic,1.37,Air,Low,F,4.11,BRAZIL
headphones,Steel,0.96,Air,High,F,3.02,RUSSIA
headphones,Steel,1.83,Ship,High,D,1.84,ITALY
headphones,Steel,1.83,Air,High,F,5.76,SINGAPORE
headphones,Bamboo,1.57,Land,Medium,D,0.85,JAPAN
headphones,Glass,0.62,Ship,High,B,0.52,NORWAY
headphones,Cardboard,1.06,Land,Medium,E,0.67,JAPAN
headphones,Other,0.81,Ship,Medium,B,0.58,USA
headphones,Glass,1.58,Air,High,F,4.15,NORWAY
headphones,Other,0.27,Ship,Medium,C,0.19,JAPAN
headphones,Paper,0.72,Land,Medium,A,0.32,BRAZIL
headphones,Glass,1.66,Ship,High,D,1.39,GERMANY
headphones,Glass,1.86,Land,High,D,1.95,JAPAN
headphones,Bamboo,0.23,Land,Medium,C,0.12,JAPAN
headphones,Other,1.06,Air,Low,F,2.65,JAPAN
marker,Other,0.68,Ship,Low,B,0.54,USA
marker,Glass,0.4,Air,High,F,1.05,UK
marker,Paper,0.81,Land,Medium,E,0.36,RUSSIA
marker,Steel,0.23,Air,High,F,0.72,INDIA
marker,Bamboo,1.74,Ship,Medium,D,0.75,ITALY
marker,Glass,1.5,Ship,High,D,1.26,SINGAPORE
marker,Glass,1.77,Ship,High,D,1.49,CHINA
marker,Cardboard,1.25,Land,Medium,D,0.79,CHINA
marker,Steel,1.85,Land,High,D,2.33,UK
marker,Bamboo,1.57,Air,Medium,F,2.12,GERMANY
marker,Bamboo,1.28,Ship,Medium,D,0.55,JAPAN
marker,Bamboo,0.27,Ship,Medium,A+,0.12,FRANCE
marker,Bamboo,0.44,Land,Medium,E,0.24,BRAZIL
marker,Cardboard,1.38,Land,Medium,D,0.87,JAPAN
marker,Paper,0.12,Ship,Medium,B,0.04,BRAZIL
marker,Other,1.76,Air,High,F,3.08,NORWAY
marker,Cardboard,1.53,Air,Medium,F,2.41,SINGAPORE
marker,Plastic,1.82,Ship,Low,D,1.75,FRANCE
marker,Cardboard,1.94,Ship,Medium,D,0.98,RUSSIA
marker,Aluminum,1.5,Land,High,D,1.68,GERMANY
marker,Steel,0.29,Land,High,C,0.37,CHINA
marker,Other,0.59,Air,Medium,F,1.33,NORWAY
marker,Cardboard,0.58,Land,Medium,A,0.37,USA
marker,Plastic,0.12,Air,Low,F,0.36,SINGAPORE
marker,Other,0.54,Air,High,F,0.94,UK
marker,Plastic,1.75,Land,Low,D,2.1,NORWAY
marker,Glass,0.43,Air,High,F,1.13,JAPAN
marker,Plastic,0.96,Ship,Low,E,0.92,USA
marker,Glass,1.45,Air,High,F,3.81,UK
marker,Plastic,0.95,Air,Low,F,2.85,BRAZIL
marker,Glass,0.12,Ship,High,B,0.1,CHINA
marker,Cardboard,1.25,Ship,Medium,D,0.63,USA
marker,Glass,1.71,Air,High,F,4.49,NORWAY
marker,Other,0.53,Air,Low,F,1.33,GERMANY
marker,Cardboard,0.22,Ship,Medium,A,0.11,RUSSIA
marker,Other,0.93,Land,Low,A,0.93,NORWAY
marker,Bamboo,0.38,Air,Medium,F,0.51,UK
marker,Bamboo,1.06,Ship,Medium,D,0.46,GERMANY
marker,Paper,1.26,Air,Medium,F,1.42,CHINA
marker,Plastic,1.79,Ship,Low,D,1.72,RUSSIA
marker,Aluminum,0.47,Air,High,F,1.32,JAPAN
marker,Glass,1.42,Land,High,D,1.49,USA
marker,Bamboo,1.58,Land,Medium,D,0.85,SINGAPORE
marker,Plastic,1.99,Ship,Low,D,1.91,NORWAY
marker,Bamboo,1.67,Land,Medium,D,0.9,INDIA
marker,Steel,0.94,Ship,High,C,0.95,SINGAPORE
marker,Cardboard,0.19,Land,Medium,D,0.12,INDIA
marker,Plastic,0.56,Air,Low,F,1.68,BRAZIL
marker,Steel,0.72,Land,High,C,0.91,JAPAN
marker,Cardboard,0.46,Air,Medium,F,0.72,CHINA
marker,Other,0.29,Ship,Medium,D,0.21,INDIA
marker,Cardboard,1.17,Air,Medium,F,1.84,JAPAN
marker,Cardboard,1.36,Air,Medium,F,2.14,UK
marker,Steel,0.8,Land,High,C,1.01,CHINA
marker,Plastic,1.25,Air,Low,F,3.75,CHINA
marker,Glass,0.61,Ship,High,B,0.51,SINGAPORE
marker,Paper,1.71,Air,Medium,F,1.92,BRAZIL
marker,Bamboo,1.23,Ship,Medium,D,0.53,UK
marker,Paper,1.85,Land,Medium,D,0.83,ITALY
marker,Aluminum,1.99,Air,High,F,5.57,NORWAY
marker,Aluminum,0.19,Land,High,C,0.21,JAPAN
marker,Aluminum,1.42,Ship,High,D,1.27,GERMANY
marker,Glass,1.74,Air,High,F,4.57,ITALY
marker,Bamboo,1.7,Ship,Medium,D,0.73,BRAZIL
marker,Steel,1.48,Air,High,F,4.66,FRANCE
marker,Aluminum,1.7,Air,High,F,4.76,JAPAN
marker,Plastic,1.35,Land,Low,D,1.62,BRAZIL
marker,Plastic,0.68,Land,Low,C,0.82,JAPAN
marker,Aluminum,0.55,Land,High,E,0.62,INDIA
marker,Steel,0.66,Land,High,C,0.83,CHINA
marker,Steel,0.39,Ship,High,C,0.39,UK
marker,Other,1.91,Ship,Low,D,1.53,GERMANY
marker,Plastic,0.71,Air,Low,F,2.13,BRAZIL
marker,Bamboo,1.49,Land,Medium,D,0.8,ITALY
marker,Other,1.77,Ship,High,D,0.99,BRAZIL
marker,Glass,0.59,Ship,High,B,0.5,UK
marker,Other,1.21,Land,High,D,0.85,USA
marker,Aluminum,0.56,Air,High,F,1.57,RUSSIA
marker,Other,1.75,Air,High,F,3.06,SINGAPORE
marker,Plastic,0.57,Ship,Low,C,0.55,CHINA
marker,Cardboard,0.42,Ship,Medium,F,0.21,BRAZIL
marker,Plastic,1.15,Ship,Low,A,1.1,USA
marker,Other,1.5,Ship,Medium,D,1.08,BRAZIL
marker,Other,1.21,Ship,High,D,0.68,CHINA
marker,Bamboo,0.36,Land,Medium,F,0.19,UK
marker,Aluminum,1.49,Air,High,F,4.17,CHINA
marker,Aluminum,1.09,Air,High,F,3.05,JAPAN
marker,Cardboard,0.7,Land,Medium,E,0.44,RUSSIA
marker,Bamboo,1.58,Air,Medium,F,2.13,INDIA
marker,Bamboo,1.65,Land,Medium,D,0.89,CHINA
marker,Glass,0.79,Land,High,E,0.83,UK
marker,Paper,1.02,Ship,Medium,F,0.37,ITALY
